	selection	cdr_title_num	cdr_track_num	composer_name	artist_name	track_name	track_id	popularity	year_rec	danceability	energy	valence	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	tempo	norm_energy	norm_valence	quadrant	num_users	1	2	3	4	tenderness	sadness	joy	transcendence	power	tension	fear	peace	bitterness	anger	surprise	txt_free	txt_quad	txt_mood	pref	fam
10	spanish	HEX2410	HEX2410-0002	Miguel Castro	Gaston De Avila	Desde lejos	2coKYWUZYzWEyLbQcNpyIF	0	2011-07-05	0.769	0.77	0.947	5	-10.422	0	0.0529	0.39	8.23e-06	0.0768	114.446	1.28824674200236	1.34183741901759	1	6.0	6.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		Fast_tempo Harmony Melody_contour Feel_like_singing Articulation_of_notes Fast_tempo High_sound_level Fast_tempoNote_durations Facial_expressions Lyrics Feel_like_singing Harmony Consonance Keep_beat_with_fingers_or_feet Feel_like_singing	Associations_to_a_thought Note_durations Feel_like_singing Keep_beat_with_fingers_or_feet Feel_like_singing Emotion_is_contagious Lyrics Keep_beat_with_fingers_or_feet Fast_tempo	0.49916805324459235	0.1663893510815308
11	spanish	KCX0931	KCX0931-0004	Rafa El Tachuela	Rima Nabile El-Solami	Brisa caliente	7EOKFWGkQxDgEpL9zHMljw	0	2005-01-01	0.749	0.829	0.927	0	-7.813	0	0.0368	0.839	0.0897	0.0683	107.961	1.54090551355079	1.2701360387958	1	6.0	6.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		Harmony Lyrics Melody_contour Feel_like_singing Articulation_of_notes Fast_tempo Articulation_of_notes High_sound_levelLyrics Emotion_is_contagious Melody_contour Feel_like_singing Harmony Fast_tempo Keep_beat_with_fingers_or_feet	Emotion_is_contagious Articulation_of_notes Lyrics Feel_like_singing Melody_contour Lyrics High_sound_level Melody_contour	0.49916805324459235	0.1663893510815308
12	spanish	KHX1091	KHX1091-0007	Jorge & Techi	not found	Perfidia / Quizás / Quiéreme mucho / Me voy pa'l Pueblo	29u4lc6L7GEuobXaAB0xpJ	0	2019-04-26	0.792	0.526	0.605	4	-9.054	0	0.0356	0.562	0.0	0.223	124.98	0.243352839327518	0.115743817224958	1	10.0	8.0	1.0	1.0	0.0	0.0	1.0	6.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	anuncio poderosa optimisme Alegría	Lyrics Melody_contour Melody_contour Lyrics Slow_tempo Low_sound_level Keep_beat_with_fingers_or_feet Major_mode Feel_like_singing Articulation_of_notes Feel_like_singing Changes_in_sound_levelLyrics Lyrics Lyrics Lyrics Harmony Lyrics Major_mode Articulation_of_notes Associations_to_a_thought Melody_contour Emotion_is_contagious Keep_beat_with_fingers_or_feet Keep_beat_with_fingers_or_feet	Lyrics Want_to_dance_or_move Lyrics Lyrics Emotion_is_contagious Articulation_of_notes Melody_contour Memories_of_somebody/something Music_is_stimulating Music_is_stimulating Feel_like_singing Keep_beat_with_fingers_or_feet	0.6993006993006993	0.4995004995004995
13	spanish	KCX2321	KCX2321-0008	Grupo Macarena	not found	El pobre sonaba	53zZW8eS0PPGNs50mXTpje	0	2004-01-01	0.633	0.756	0.799	2	-8.624	0	0.0379	0.644	0.0	0.114	118.419	1.22829381316036	0.811247205376337	1	8.0	6.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0		Want_to_dance_or_move Melody_contour Melody_contour Fast_tempo Articulation_of_notes High_sound_level Fast_tempo Fast_tempo Want_to_dance_or_move Timbre Keep_beat_with_fingers_or_feetAssociations_to_a_thought Lyrics Keep_beat_with_fingers_or_feet Fast_tempo Keep_beat_with_fingers_or_feet Feel_pleasure Harmony Melody_contour Fast_tempo Timbre Articulation_of_notes Minor_mode	Emotion_is_contagious Harmony Lyrics Fast_tempo Harmony Lyrics Lyrics Associations_to_a_thought Harmony Music_is_stimulating Vibrato	0.7490636704119851	0.12484394506866417
14	spanish	KHX2803	KHX2803-0006	Rafael & Energia Dominicana	not found	Tu Belleza	1FKMxoO6dHG5SnUdhoXZKC	0	2018-07-27	0.878	0.719	0.86	11	-12.59	0	0.116	0.535	8.96e-06	0.307	119.984	1.06984678693508	1.0299364150528	1	9.0	9.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Esperanza	Facial_expressions Melody_contour Fast_tempo Keep_beat_with_fingers_or_feet Melody_contour Lyrics Articulation_of_notes High_sound_level Lyrics Feel_like_singing Fast_tempo High_sound_levelKeep_beat_with_fingers_or_feet Emotion_is_contagious Fast_tempo Lyrics Lyrics Lyrics Want_to_dance_or_move Feel_like_singing Keep_beat_with_fingers_or_feet Consonance Harmony Articulation_of_notes Conditioned	Feel_like_singing Want_to_dance_or_move Emotion_is_contagious Lyrics Lyrics Want_to_dance_or_move Articulation_of_notes Harmony Associations_to_a_thought Emotion_is_contagious	0.22197558268590456	0.11098779134295228
15	spanish	HEX12104	HEX12104-0002	Soneros De Verdad	not found	Changüi a revé	7ozXSXUSWSDQiwvZxMY20b	9	2012-10-02	0.622	0.715	0.886	11	-7.443	0	0.0675	0.577	0.00161	0.396	120.89	1.05271737869451	1.12314820934113	1	8.0	8.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	festejar	Articulation_of_notes Melody_contour Keep_beat_with_fingers_or_feet Harmony ritmo High_sound_level Feel_like_singing High_sound_level Fast_tempo Articulation_of_notes Articulation_of_notes Want_to_dance_or_moveFast_tempo Feel_like_singing Feel_like_singing Want_to_dance_or_move High_sound_level Articulation_of_notes Major_mode Harmony Lyrics Want_to_dance_or_move Fast_tempo	Articulation_of_notes Fast_tempo Lyrics Melody_contour High_sound_level Lyrics Feel_like_singing Emotion_is_contagious Fast_tempo Harmony	0.7490636704119851	0.12484394506866417
16	spanish	KCX4255	KCX4255-0009	Los Alhama	not found	El Lerele	0vAIMY4e3ucMxcyf1Bwe3m	1	2018-05-25	0.605	0.659	0.715	3	-5.225	0	0.0706	0.523	8.1e-06	0.135	113.496	0.812905663326512	0.510101408444812	1	15.0	9.0	5.0	1.0	0.0	0.0	0.0	6.0	0.0	3.0	1.0	0.0	0.0	1.0	4.0	0.0	feria alegre pasió Alegría Molestia	Conditioned Harmony Conditioned Tempo_variability Emotion_is_contagious Articulation_of_notes Lyrics Fast_tempo Feel_like_singing Fast_tempo Articulation_of_notes Harmony Minor_mode Keep_beat_with_fingers_or_feet Feel_like_singing Feel_like_singing Melody_contour Lyrics High_sound_level Articulation_of_notesExpectations_or_anticipations risa Lyrics Lyrics Lyrics High_sound_level Associations_to_a_thought Lyrics Lyrics Keep_beat_with_fingers_or_feet Harmony Lyrics Lyrics Left_me_in_awe Want_to_dance_or_move Emotion_is_contagious Feel_like_singing Keep_beat_with_fingers_or_feet Visualize_a_mental_image Changes_in_sound_level	Keep_beat_with_fingers_or_feet Melody_contour Lyrics Lyrics Keep_beat_with_fingers_or_feet Consonance Lyrics Keep_beat_with_fingers_or_feet Articulation_of_notes Emotion_is_contagious Left_me_in_awe Lyrics Emotion_is_contagious Left_me_in_awe Want_to_dance_or_move High_sound_level Visualize_a_mental_image Lyrics	0.5329780146568954	0.19986675549633579
17	spanish	HEX7293	HEX7293-0002	Miguel Castro	Gaston De Avila	Desde lejos	2coKYWUZYzWEyLbQcNpyIF	0	2011-07-05	0.769	0.77	0.947	5	-10.422	0	0.0529	0.39	8.23e-06	0.0768	114.446	1.28824674200236	1.34183741901759	1	8.0	7.0	1.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0		Melody_contour Keep_beat_with_fingers_or_feet Want_to_dance_or_move Fast_tempo Want_to_dance_or_move Melody_contour Melody_contour Keep_beat_with_fingers_or_feet Fast_tempo Emotion_is_contagious Feel_like_singing Fast_tempoFeel_like_singing Changes_in_sound_level Want_to_dance_or_move Emotion_is_contagious Dissonance Changes_in_sound_level Keep_beat_with_fingers_or_feet Harmony Consonance Keep_beat_with_fingers_or_feet Articulation_of_notes	Want_to_dance_or_move Want_to_dance_or_move Want_to_dance_or_move tristeza Melody_contour Keep_beat_with_fingers_or_feet Lyrics Emotion_is_contagious Articulation_of_notes	0.4993757802746567	0.24968789013732834
18	spanish	KHX0327	KHX0327-0002	Mario Manzanares	Sergio Alvarez	El refran se te olvido	6rVidqkwF8kkMZBRxwdG3p	0	2005-01-01	0.703	0.482	0.854	4	-9.997	1	0.0346	0.7	0.0	0.224	111.359	0.054929348681235	1.00842600098626	1	7.0	7.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		Changes_in_sound_level Feel_like_singing Feel_like_singing Melody_contour Associations_to_a_thought Want_to_dance_or_move Emotion_is_contagious Melody_contour Keep_beat_with_fingers_or_feetEmotion_is_contagious High_sound_level Want_to_dance_or_move Keep_beat_with_fingers_or_feet Associations_to_a_thought Want_to_dance_or_move Harmony Major_mode Fast_tempo Feel_like_singing	Facial_expressions Want_to_dance_or_move Emotion_is_contagious Consonance Want_to_dance_or_move Lyrics Melody_contour High_sound_level Melody_contour	0.42796005706134094	0.14265335235378032
19	spanish	KCX1773	KCX1773-0012	Chachi Ensemle, El	not found	Lailo-lailo	4r3KLXkoNO2oSd8zkAJ7fy	0	2001-01-01	0.615	0.706	0.721	9	-8.926	0	0.0381	0.462	0.0	0.139	95.159	1.01417621015322	0.531611822511349	1	7.0	5.0	0.0	0.0	2.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	fiesta	Articulation_of_notes Want_to_dance_or_move Harmony Feel_pleasure Feel_pleasure Feel_like_singing Fast_tempo Articulation_of_notes Low_sound_levelKeep_beat_with_fingers_or_feet Emotion_is_contagious Changes_in_sound_level Feel_pleasure Expectations_or_anticipations Articulation_of_notes Harmony Major_mode Consonance	Music_is_stimulating Lyrics Melody_contour Feel_pleasure Feel_like_singing Melody_contour Lyrics Emotion_is_contagious Memories_of_somebody/something Lyrics	0.28530670470756064	0.14265335235378032
20	spanish	KCX2223	KCX2223-0002	Javier Ruibal	not found	Isla Mujeres	18uARsQnALp0MbkEXbR99v	35	2001-01-01	0.679	0.632	0.638	4	-6.915	1	0.0516	0.689	0.0	0.0868	98.983	0.673563436753772	-0.053116835496748	2	9.0	6.0	1.0	1.0	1.0	0.0	1.0	6.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	sureña pacífica alegria Alegría	Harmony Harmony Expectations_or_anticipations Articulation_of_notes Associations_to_a_thought Articulation_of_notes Feel_like_singing Keep_beat_with_fingers_or_feet Harmony Keep_beat_with_fingers_or_feet Melody_contour Changes_in_sound_levelEmotion_is_contagious Keep_beat_with_fingers_or_feet Lyrics Harmony Melody_contour Articulation_of_notes Want_to_dance_or_move Melody_contour Emotion_is_contagious Note_durations High_sound_level	Timbre Melody_contour Lyrics Lyrics Emotion_is_contagious Tempo_variability Lyrics Melody_contour Feel_like_singing Keep_beat_with_fingers_or_feet Keep_beat_with_fingers_or_feet	0.6659267480577137	0.11098779134295228
21	spanish	KHX1990	KHX1990-0004	Pablo Carcamo	not found	El canelazo	4cnmJoCt9UmUrfyjcbrcU7	1	2006-01-01	0.653	0.507	0.572	0	-9.144	1	0.0355	0.64	0.0	0.17	133.445	0.161988150184805	-0.002563460140998	2	11.0	8.0	1.0	2.0	0.0	0.0	2.0	6.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	campestre tierna animada Asombro	Harmony tono Fast_tempo Keep_beat_with_fingers_or_feet Left_me_in_awe Melody_contour Keep_beat_with_fingers_or_feet Low_sound_level Keep_beat_with_fingers_or_feet Timbre Feel_like_singing Melody_contourExpectations_or_anticipations Melody_contour Major_mode Major_mode Lyrics Left_me_in_awe Lyrics Articulation_of_notes Consonance Harmony Harmony Articulation_of_notes Keep_beat_with_fingers_or_feet Note_durations	Emotion_is_contagious tristeza Music_is_stimulating Facial_expressions Left_me_in_awe Major_mode Melody_contour Emotion_is_contagious Lyrics Articulation_of_notes Emotion_is_contagious Keep_beat_with_fingers_or_feet	0.6357856494096277	0.09082652134423251
22	spanish	KCX3947	KCX3947-0002	Ana Alcaide	not found	Diosa Luolaien	4uOtn5tM08iQvzL4N3EIBH	18	2016-06-24	0.619	0.481	0.497	0	-10.342	1	0.0264	0.734	0.127	0.207	93.509	0.050646996621092	-0.271443635972716	2	12.0	9.0	2.0	1.0	0.0	0.0	1.0	3.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	ceremonial animada animada dançaire Admiración poder	Changes_in_sound_level Fast_tempo Melody_contour Expectations_or_anticipations Fast_tempo Keep_beat_with_fingers_or_feet Articulation_of_notes Emotion_is_contagious Harmony Articulation_of_notes Melody_contour Fast_tempo Articulation_of_notes Melody_contour Articulation_of_notesVisualize_a_mental_image Expectations_or_anticipations Consonance Expectations_or_anticipations Consonance Major_mode Harmony Melody_contour Keep_beat_with_fingers_or_feet Harmony Emotion_is_contagious Emotion_is_contagious Timbre Harmony	Articulation_of_notes Vibrato Changes_in_sound_level Expectations_or_anticipations Articulation_of_notes Lyrics Keep_beat_with_fingers_or_feet Melody_contour Want_to_dance_or_move Music_is_stimulating Keep_beat_with_fingers_or_feet Visualize_a_mental_image Conditioned	0.41631973355537055	0.08326394671107411
23	spanish	KHX0673	KHX0673-0004	Pablo Carcamo	not found	El canelazo	4cnmJoCt9UmUrfyjcbrcU7	1	2006-01-01	0.653	0.507	0.572	0	-9.144	1	0.0355	0.64	0.0	0.17	133.445	0.161988150184805	-0.002563460140998	2	10.0	4.0	1.0	3.0	2.0	0.0	2.0	3.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	propuesta animada calma alegría	Goosebumps_or_chills Harmony Melody_contour Lyrics Consonance Low_sound_level Lyrics Music_is_stimulating Visualize_a_mental_image Harmony Note_durations Expectations_or_anticipations Lyrics Keep_beat_with_fingers_or_feetLyrics Lyrics Lyrics Lyrics Feel_pleasure Feel_like_singing Harmony Emotion_is_contagious Consonance Feel_like_singing Emotion_is_contagious Left_me_in_awe Feel_pleasure Keep_beat_with_fingers_or_feet	Lyrics Lyrics tristeza Lyrics Harmony Low_sound_level Associations_to_a_thought Lyrics Facial_expressions Left_me_in_awe Left_me_in_awe Emotion_is_contagious Want_to_dance_or_move	0.6993006993006993	0.0999000999000999
24	spanish	HEX13785	HEX13785-0010	Sarazino	Andrea Ruilova	Pelo Shao	3ddAA9eg8hpuy0Jba61Ny7	5	2012-05-22	0.701	0.765	0.623	6	-8.285	0	0.0469	0.53	0.00233	0.154	86.013	1.29005024127663	-0.115956818797193	2	9.0	6.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	2.0	0.0	0.0	0.0	1.0	1.0	estresante	Want_to_dance_or_move Fast_tempo Emotion_is_contagious Harmony Melody_contour Changes_in_sound_level Fast_tempo High_sound_level Articulation_of_notes Keep_beat_with_fingers_or_feet Tempo_variabilityAssociations_to_a_thought Goosebumps_or_chills Timbre Emotion_is_contagious Fast_tempo Keep_beat_with_fingers_or_feet Changes_in_sound_level Harmony Keep_beat_with_fingers_or_feet Melody_contour Memories_of_somebody/something	Associations_to_a_thought Dissonance Emotion_is_contagious Lyrics Visualize_a_mental_image Changes_in_sound_level Melody_contour Emotion_is_contagious Articulation_of_notes Lyrics Articulation_of_notes	0.6659267480577137	0.22197558268590456
25	spanish	KCX3795	KCX3795-0003	La Jose	not found	Espiral	637xAKcLY0045oGSPjBOfV	0	2015-07-31	0.79	0.549	0.482	1	-6.864	0	0.0486	0.591	0.000205	0.106	129.372	0.341846936710802	-0.32521967113906	2	6.0	3.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	2.0	0.0	alliberadora	Feel_like_singing Melody_contour Articulation_of_notes Slow_tempo Articulation_of_notes Melody_contour Keep_beat_with_fingers_or_feet Articulation_of_notes TimbreMinor_mode repetitiva Changes_in_sound_level Dissonance Lyrics Harmony Consonance Fast_tempo Consonance	Dissonance empoderamiento Lyrics Lyrics Articulation_of_notes Lyrics Emotion_is_contagious Lyrics Emotion_is_contagious	0.49916805324459235	0.1663893510815308
26	spanish	KCX3947	KCX3947-0012	Ana Alcaide	not found	Akelarre	0fuPw22qDsEJKAycZKCZmq	10	2016-06-24	0.688	0.659	0.355	8	-8.848	1	0.04	0.326	0.858	0.117	110.083	0.812905663326512	-0.780523435547437	2	7.0	7.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0		Melody_contour Consonance Melody_contour Melody_contour Fast_tempo Fast_tempo High_sound_level Keep_beat_with_fingers_or_feet Articulation_of_notes Fast_tempoVisualize_a_mental_image Emotion_is_contagious Harmony Major_mode Want_to_dance_or_move Fast_tempo Harmony Melody_contour Major_mode Melody_contour	Visualize_a_mental_image Lyrics Expectations_or_anticipations Melody_contour Fast_tempo Emotion_is_contagious Keep_beat_with_fingers_or_feet Melody_contour	0.42796005706134094	0.28530670470756064
27	spanish	JFX6071	JFX6071-0010	Amanda Martinez	not found	Diciembre	61wfl5vMmobGwv56NXXmkt	1	2016-02-26	0.774	0.419	0.453	9	-13.182	0	0.0435	0.878	0.0225	0.118	121.501	-0.313742498309154	-0.828143296202235	3	7.0	0.0	0.0	4.0	3.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Tranquilitat Cariñosa	Melody_contour Articulation_of_notes Articulation_of_notes Note_durations Slow_tempo Low_sound_level Emotion_is_contagious Slow_tempo Slow_tempo Articulation_of_notes Facial_expressionsLyrics Vibrato Lyrics Articulation_of_notes Harmony Melody_contour Note_durations Slow_tempo Harmony Emotion_is_contagious Feel_pleasure	Harmony Lyrics Articulation_of_notes Lyrics Articulation_of_notes Slow_tempo Lyrics Memories_of_somebody/something	0.5706134094151213	0.14265335235378032
